"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"CSIQGCRABKSC","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,25,415087,"9",1637,0,NA
"CSIQGCRABKSC","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,31,417247,"1",1651,0,NA
"CSIQGCRABKSC","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,26,421240,"8",3483,0,NA
"CSIQGCRABKSC","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,23,422259,"8",510,0,NA
"CSIQGCRABKSC","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,29,424352,"1",1586,0,NA
"CSIQGCRABKSC","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,20,427532,"9",2673,0,NA
"CSIQGCRABKSC","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,28,428074,"9",33,0,NA
"CSIQGCRABKSC","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,22,429153,"9",569,0,NA
"CSIQGCRABKSC","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,27,430945,"1",1284,0,NA
"CSIQGCRABKSC","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,34,432859,"1",1407,0,NA
"CSIQGCRABKSC","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,32,434455,"1",1088,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",35,42,515680,"p",2104,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",36,37,517468,"p",306,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",37,49,521106,"u",2128,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",38,48,522978,"p",369,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",39,43,524782,"u",304,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",40,39,527811,"p",1507,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",41,36,529955,"p",643,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",42,35,532489,"u",1032,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",43,50,534293,"u",294,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",44,41,535829,"p",59,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",45,40,537775,"p",458,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",46,38,539631,"p",354,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",47,45,541639,"u",503,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",48,44,543459,"u",327,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",49,47,545778,"u",812,0,NA
"CSIQGCRABKSC","test",5,1,"affectivemisattributionprocedure1","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",50,46,547508,"u",213,0,NA
"CSIQGCRABKSC","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",51,149,609113,"6",8103,0,NA
"CSIQGCRABKSC","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",52,151,616262,"1",6642,0,NA
"CSIQGCRABKSC","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",53,156,620525,"1",3756,0,NA
"CSIQGCRABKSC","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",54,159,626021,"1",4989,0,NA
"CSIQGCRABKSC","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",55,147,650234,"6",23707,0,NA
"CSIQGCRABKSC","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",56,148,654404,"5",3663,0,NA
"CSIQGCRABKSC","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",57,155,657706,"5",2795,0,NA
"CSIQGCRABKSC","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",58,157,660707,"5",2494,0,NA
"CSIQGCRABKSC","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",59,153,681512,"1",20298,0,NA
"CSIQGCRABKSC","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",60,160,684691,"1",2672,0,NA
"CSIQGCRABKSC","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",61,152,688201,"1",3003,0,NA
"CSIQGCRABKSC","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",62,150,693761,"7",5053,0,NA
"CSIQGCRABKSC","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",63,158,699315,"5",5046,0,NA
"CSIQGCRABKSC","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",64,154,702318,"5",2496,0,NA
"CSIQGCRABKSC","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",65,161,748079,"5",45253,0,NA
"CSIQGCRABKSC","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,772253,"20",10517,0,NA
"CSIQGCRABKSC","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,779370,"0",6584,0,NA
"CSIQGCRABKSC","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,787406,"15",7500,0,NA
"CSIQGCRABKSC","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,791227,"55",3289,0,NA
"CSIQGCRABKSC","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,796448,"15",4687,0,NA
"CSIQGCRABKSC","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,804887,"70",7907,0,NA
"CSIQGCRABKSC","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,808976,"65",3556,0,NA
"CSIQGCRABKSC","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,812954,"70",3443,0,NA
"CSIQGCRABKSC","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,816585,"15",3095,0,NA
"CSIQGCRABKSC","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,821652,"50",4534,0,NA
"CSIQGCRABKSC","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,847391,"45",25216,0,NA
"CSIQGCRABKSC","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,853521,"50",5601,0,NA
"DBSJVNTDUFYV","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na","500","na","na","na",0,"na","na","NEXT","na","na","na","na",1,1,97527,"1",16167,0,NA
"DBSJVNTDUFYV","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,10,99220,"2",1173,1,NA
"DBSJVNTDUFYV","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,9,103048,"1",2158,1,NA
"DBSJVNTDUFYV","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,12,106177,"2",1865,1,NA
"DBSJVNTDUFYV","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,3,109114,"1",1364,1,NA
"DBSJVNTDUFYV","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,15,111632,"2",1140,1,NA
"DBSJVNTDUFYV","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,16,114132,"2",1151,1,NA
"DBSJVNTDUFYV","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,5,116353,"1",1052,1,NA
"DBSJVNTDUFYV","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,6,118757,"1",1200,1,NA
"DBSJVNTDUFYV","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,13,121914,"2",1100,1,NA
"DBSJVNTDUFYV","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,14,124257,"2",968,1,NA
"DBSJVNTDUFYV","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,17,126182,"2",805,1,NA
"DBSJVNTDUFYV","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,8,128322,"1",1069,1,NA
"DBSJVNTDUFYV","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,4,130290,"1",871,1,NA
"DBSJVNTDUFYV","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,2,132175,"1",718,1,NA
"DBSJVNTDUFYV","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,18,134383,"2",1167,1,NA
"DBSJVNTDUFYV","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,11,136775,"2",1065,1,NA
"DBSJVNTDUFYV","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,7,139388,"1",961,1,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",19,86,354075,"u",2192,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",20,93,357729,"p",2125,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",21,91,360008,"p",730,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",22,98,362340,"p",828,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",23,90,364661,"p",715,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",24,85,367022,"p",817,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",25,84,369300,"p",763,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",26,97,371512,"p",756,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",27,89,373669,"p",635,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",28,88,375982,"p",797,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",29,94,378140,"p",639,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",30,95,380209,"p",578,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",31,92,382181,"p",472,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",32,96,384183,"p",468,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",33,83,386069,"p",343,0,NA
"DBSJVNTDUFYV","test",5,2,"affectivemisattributionprocedure2","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",34,87,388099,"p",518,0,NA
"DBSJVNTDUFYV","test",2,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B2","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,100,396131,"2",4162,0,NA
"DBSJVNTDUFYV","test",9,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M1","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,107,399844,"4",3204,0,NA
"DBSJVNTDUFYV","test",4,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B4","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,102,402560,"3",2202,0,NA
"DBSJVNTDUFYV","test",13,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M5","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,111,404681,"2",1609,0,NA
"DBSJVNTDUFYV","test",11,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M3","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,109,406559,"2",1363,0,NA
"DBSJVNTDUFYV","test",12,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M4","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,110,408786,"5",1711,0,NA
"DBSJVNTDUFYV","test",7,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B7","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,105,411435,"4",2130,0,NA
"DBSJVNTDUFYV","test",3,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B3","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,101,413320,"4",1372,0,NA
"DBSJVNTDUFYV","test",14,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M6","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,112,415326,"2",1498,0,NA
"DBSJVNTDUFYV","test",10,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","M2","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,108,417207,"5",1358,0,NA
"DBSJVNTDUFYV","test",8,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B8","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,106,419740,"5",2015,0,NA
"DBSJVNTDUFYV","test",1,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B1","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,99,421645,"2",1390,0,NA
"DBSJVNTDUFYV","test",5,2,"ratings2","na","na","Your general feelings about this member are:<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positive","na",".jpg","na","B5","na","na","500","na","na","12",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,103,423972,"1",1812,0,NA
